Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Austria,Price / Austria,Compare At Price / Austria,Included / Belgium,Price / Belgium,Compare At Price / Belgium,Included / Canada,Price / Canada,Compare At Price / Canada,Included / China,Price / China,Compare At Price / China,Included / Denmark,Price / Denmark,Compare At Price / Denmark,Included / France,Price / France,Compare At Price / France,Included / Germany,Price / Germany,Compare At Price / Germany,Included / Hong Kong SAR,Price / Hong Kong SAR,Compare At Price / Hong Kong SAR,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Included / Ireland,Price / Ireland,Compare At Price / Ireland,Included / Israel,Price / Israel,Compare At Price / Israel,Included / Italy,Price / Italy,Compare At Price / Italy,Included / Japan,Price / Japan,Compare At Price / Japan,Included / Lebanon,Price / Lebanon,Compare At Price / Lebanon,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Included / Netherlands,Price / Netherlands,Compare At Price / Netherlands,Included / New Zealand,Price / New Zealand,Compare At Price / New Zealand,Included / Norway,Price / Norway,Compare At Price / Norway,Included / Saudi Arabia,Price / Saudi Arabia,Compare At Price / Saudi Arabia,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / South Korea,Price / South Korea,Compare At Price / South Korea,Included / Spain,Price / Spain,Compare At Price / Spain,Included / Sweden,Price / Sweden,Compare At Price / Sweden,Included / Switzerland,Price / Switzerland,Compare At Price / Switzerland,Included / Taiwan,Price / Taiwan,Compare At Price / Taiwan,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
zenana-ready-to-relax-full-size-brushed-microfiber-loungewear-set-in-bright-blue,,,,,,,,,Bright Blue,,M,,,'100102079602843,481.987252362,shopify,deny,manual,31.00,,true,true,'100102079602843,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/d47ba719c89c4328b2feee43398f7e65-Max.jpg?v=1674693464,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1510bc3a433d4d0dbd86cd16277a56f7-Max.jpg?v=1674693464,lb,,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-ready-to-relax-full-size-brushed-microfiber-loungewear-set-in-bright-blue,,,,,,,,,Bright Blue,,L,,,'100102079604043,481.987252362,shopify,deny,manual,31.00,,true,true,'100102079604043,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/78ee1a52c249453091fdeb806b564af4-Max.jpg?v=1674693479,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1510bc3a433d4d0dbd86cd16277a56f7-Max.jpg?v=1674693464,lb,,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-ready-to-relax-full-size-brushed-microfiber-loungewear-set-in-bright-blue,,,,,,,,,Bright Blue,,XL,,,'100102079607943,481.987252362,shopify,deny,manual,31.00,,true,true,'100102079607943,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/54fc2f9794e64d739ff60be5e5282d0f-Max.jpg?v=1674693479,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1510bc3a433d4d0dbd86cd16277a56f7-Max.jpg?v=1674693464,lb,,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-ready-to-relax-full-size-brushed-microfiber-loungewear-set-in-bright-blue,,,,,,,,,Bright Blue,,1X,,,'100102079607725,481.987252362,shopify,deny,manual,31.00,,true,true,'100102079607725,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/acb9b8a28bc544cdafc4b608a4d11173-Max.jpg?v=1674693479,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1510bc3a433d4d0dbd86cd16277a56f7-Max.jpg?v=1674693464,lb,,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-ready-to-relax-full-size-brushed-microfiber-loungewear-set-in-bright-blue,,,,,,,,,Bright Blue,,2X,,,'100102079601879,481.987252362,shopify,deny,manual,31.00,,true,true,'100102079601879,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0cc9ad2863b64649a83c124c0e273647-Max.jpg?v=1674693479,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1510bc3a433d4d0dbd86cd16277a56f7-Max.jpg?v=1674693464,lb,,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-ready-to-relax-full-size-brushed-microfiber-loungewear-set-in-bright-blue,,,,,,,,,Bright Blue,,3X,,,'100102079609762,481.987252362,shopify,deny,manual,31.00,,true,true,'100102079609762,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dec6e022b352476aac2031c00b98b695-Max.jpg?v=1674693479,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1510bc3a433d4d0dbd86cd16277a56f7-Max.jpg?v=1674693464,lb,,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-full-size-distressed-straight-leg-jeans-with-pockets,Judy Blue Full Size Distressed Straight Leg Jeans with Pockets,"<p>These distressed straight leg jeans are a closet staple. Pair them with anything from sneakers to heels and they will always look good!</p><p>Style #: 82329</p><p>Judy Blue M.A.P. for this item: $64</p><ul>
<li>Sizing category: Full size run</li>
<li>Picture style: Studio</li>
<li>Pattern type: Solid</li>
<li>Style: Casual, chic</li>
<li>Features: Distressed, pockets</li>
<li>Length: Long</li>
<li>Material: 93% cotton, 5% polyester, 2% spandex</li>
<li>Stretch: Moderate stretch</li>
<li>Sheer: No</li>
<li>Body: Not lined</li>
<li>Care instructions: Machine wash cold. Tumble dry low.</li>
<li>Made in Vietnam</li>
<li>The models are wearing sizes 3(26) and 14W.</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">0 (24): waist 24 in, hip 33 in, rise 10.5 in, inseam 27 in</p><p style=""padding-left: 40px;"">1 (25): waist 25 in, hip 34 in, rise 10.5 in, inseam 27 in</p><p style=""padding-left: 40px;"">3 (26): waist 26 in, hip 35 in, rise 10.5 in, inseam 27 in</p><p style=""padding-left: 40px;"">20W: waist 37 in, hip 48 in, rise 13 in, inseam 27 in</p><p style=""padding-left: 40px;"">22W: waist 41 in, hip 50 in, rise 13 in, inseam 27 in</p><p style=""padding-left: 40px;"">24W: waist 42 in, hip 54 in, rise 13.5 in, inseam 27 in</p><p>Since 1999, Judy Blue's mission has been to create and provide denim to all types of denim connoisseurs. They pride themselves on their unique techniques, curve-flattering fit, and high quality. Every pair of Judy Blue's is made with love and exceptional craftsmanship. Judy Blue dominates the denim world with a passion for creating jeans that are fashionable and comfortable.</p>",Trendsi,,"","Clearance 0921, Judy Blue, Ship from USA",false,Color,Dark,Size,0(24),,,'100100741038143,479.991445934,shopify,deny,manual,64.00,,true,true,'100100741038143,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6d91e75de4b14fb7b89a7cf75e4a7cc5-Max.jpg?v=1674693455,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6d91e75de4b14fb7b89a7cf75e4a7cc5-Max.jpg?v=1674693455,lb,,27.00,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
judy-blue-full-size-distressed-straight-leg-jeans-with-pockets,,,,,,,,,Dark,,1(25),,,'100100741033836,479.991445934,shopify,deny,manual,64.00,,true,true,'100100741033836,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/da8c81cc866147a7b13b4f4178f67251-Max.jpg?v=1674693455,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6d91e75de4b14fb7b89a7cf75e4a7cc5-Max.jpg?v=1674693455,lb,,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-full-size-distressed-straight-leg-jeans-with-pockets,,,,,,,,,Dark,,3(26),,,'100100741035438,479.991445934,shopify,deny,manual,64.00,,true,true,'100100741035438,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/269ba7a72d2d4e6bb851e50f65b631e7-Max.jpg?v=1674693474,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6d91e75de4b14fb7b89a7cf75e4a7cc5-Max.jpg?v=1674693455,lb,,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-full-size-distressed-straight-leg-jeans-with-pockets,,,,,,,,,Dark,,20W,,,'100100741038592,479.991445934,shopify,deny,manual,64.00,,true,true,'100100741038592,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/3caba325aa4f4be190c5249bc3557988-Max.jpg?v=1674693474,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6d91e75de4b14fb7b89a7cf75e4a7cc5-Max.jpg?v=1674693455,lb,,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-full-size-distressed-straight-leg-jeans-with-pockets,,,,,,,,,Dark,,22W,,,'100100741033520,479.991445934,shopify,deny,manual,64.00,,true,true,'100100741033520,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/8f18a13c40b94946b196e352b9561b4e-Max.jpg?v=1674693474,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6d91e75de4b14fb7b89a7cf75e4a7cc5-Max.jpg?v=1674693455,lb,,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-full-size-distressed-straight-leg-jeans-with-pockets,,,,,,,,,Dark,,24W,,,'100100741036308,479.991445934,shopify,deny,manual,64.00,,true,true,'100100741036308,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/789edcef8e3a4418963a39ec5c093e8c-Max.jpg?v=1674693474,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6d91e75de4b14fb7b89a7cf75e4a7cc5-Max.jpg?v=1674693455,lb,,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-full-size-distressed-straight-leg-jeans-with-pockets,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/e78ae0cc8f6949bf8e56dc46fd6ff136-Max.jpg?v=1674693474,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-full-size-distressed-straight-leg-jeans-with-pockets,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/7b0f35fe386e4db2b3ce41df21844a61-Max.jpg?v=1674693474,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-full-size-dropped-shoulder-half-sleeve-top,Zenana Full Size Dropped Shoulder Half Sleeve Top,"<p>A casual top that's perfect for everyday wear, this Dropped Shoulder Half Sleeve Top features a round neckline with dropped shoulders and a casual fit.</p><ul>
<li>Sizing category: Full size run</li>
<li>Picture style: Studio</li>
<li>Pattern type: Solid</li>
<li>Style: Casual</li>
<li>Features: Seam detail</li>
<li>Neckline: Round neck</li>
<li>Length: Regular</li>
<li>Sleeve length: Half sleeves</li>
<li>Sleeve type: Dropped shoulders</li>
<li>Material: 62% polyester, 33% rayon, 5% spandex</li>
<li>Stretch: Highly stretchy</li>
<li>Sheer: No</li>
<li>Body: Not lined</li>
<li>Care instructions: Hand wash cold. Do not tumble dry.</li>
<li>Made in Vietnam</li>
<li>Models are wearing sizes S and 1X.</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">S: bust 48 in, length 24 in, shoulder 26 in, sleeve 7.5 in</p><p style=""padding-left: 40px;"">M: bust 50 in, length 24 in, shoulder 27 in, sleeve 7.5 in</p><p style=""padding-left: 40px;"">L: bust 52 in, length 24 in, shoulder 28 in, sleeve 7.5 in</p><p style=""padding-left: 40px;"">XL: bust 54 in, length 24 in, shoulder 29 in, sleeve 7.5 in</p><p style=""padding-left: 40px;"">1X: bust 56 in, length 25.5 in, shoulder 30 in, sleeve 7.5 in</p><p style=""padding-left: 40px;"">2X: bust 58 in, length 25.5 in, shoulder 31 in, sleeve 7.5 in</p><p style=""padding-left: 40px;"">3X: bust 60 in, length 25.5 in, shoulder 32 in, sleeve 7.5 in</p><p>Zenana is a leading clothing company offering sustainable, ethical, and affordable basics made from quality fabrics, to ensure that they will last for many seasons to come. Their main goal is to provide environmentally friendly clothing at an affordable price.</p>",Trendsi,,"","Clearance 5.3, Ship from USA, Zenana",true,Color,Fuchsia,Size,S,,,'100101146397242,255.145708125,shopify,deny,manual,21.00,,true,true,'100101146397242,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dbe54789b0f441d383befe2c66d4f8a4-Max.jpg?v=1674693452,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dbe54789b0f441d383befe2c66d4f8a4-Max.jpg?v=1674693452,lb,,10.91,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
zenana-full-size-dropped-shoulder-half-sleeve-top,,,,,,,,,Fuchsia,,M,,,'100101146397059,255.145708125,shopify,deny,manual,21.00,,true,true,'100101146397059,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/459250f4dda64f1595c5e2afaf47a6ad-Max.jpg?v=1674693453,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dbe54789b0f441d383befe2c66d4f8a4-Max.jpg?v=1674693452,lb,,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-full-size-dropped-shoulder-half-sleeve-top,,,,,,,,,Fuchsia,,L,,,'100101146394479,255.145708125,shopify,deny,manual,21.00,,true,true,'100101146394479,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/d8e64a04fb3c4ca0b43ed552ef5324d3-Max.jpg?v=1674693487,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dbe54789b0f441d383befe2c66d4f8a4-Max.jpg?v=1674693452,lb,,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-full-size-dropped-shoulder-half-sleeve-top,,,,,,,,,Fuchsia,,XL,,,'100101146393997,255.145708125,shopify,deny,manual,21.00,,true,true,'100101146393997,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/d2795bd95099467da0a4c8052a60c924-Max.jpg?v=1674693487,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dbe54789b0f441d383befe2c66d4f8a4-Max.jpg?v=1674693452,lb,,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-full-size-dropped-shoulder-half-sleeve-top,,,,,,,,,Fuchsia,,1X,,,'100101146392106,255.145708125,shopify,deny,manual,21.00,,true,true,'100101146392106,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/4ee81f5d8a054a7ea936e528a03d824e-Max.jpg?v=1674693487,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dbe54789b0f441d383befe2c66d4f8a4-Max.jpg?v=1674693452,lb,,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-full-size-dropped-shoulder-half-sleeve-top,,,,,,,,,Fuchsia,,2X,,,'100101146399055,255.145708125,shopify,deny,manual,21.00,,true,true,'100101146399055,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/a1a092dcdb424e0f930b718778f3e4ba-Max.jpg?v=1674693487,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dbe54789b0f441d383befe2c66d4f8a4-Max.jpg?v=1674693452,lb,,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-full-size-dropped-shoulder-half-sleeve-top,,,,,,,,,Fuchsia,,3X,,,'100101146393335,255.145708125,shopify,deny,manual,21.00,,true,true,'100101146393335,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/8fe31af3ecb24e8386a11b85cc4d01cf-Max.jpg?v=1674693487,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dbe54789b0f441d383befe2c66d4f8a4-Max.jpg?v=1674693452,lb,,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenana-full-size-dropped-shoulder-half-sleeve-top,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2060c430f6ab4201bfbe177de13efcf7-Max.jpg?v=1674693487,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,Judy Blue Maya Full Size Cheetah Camo Color Block Slim Fit Jeans,"<p>Make a statement with these slim fit jeans! Not only do they come in a retro cut that is right on-trend, but they also feature cheetah and camo color block on the yoke and pockets that will turn heads wherever you go.</p><p>Style #: 88380</p><p>Judy Blue M.A.P. for this item: $64</p><ul>
<li>Sizing category: Full size run</li>
<li>Picture style: Studio</li>
<li>Pattern type: Solid/animal print/camouflage</li>
<li>Style: Casual, chic</li>
<li>Features: Pockets</li>
<li>Length: Cropped</li>
<li>Material: 94% cotton, 5% polyester, 1% spandex</li>
<li>Stretch: Slightly stretchy</li>
<li>Sheer: No</li>
<li>Body: Not lined</li>
<li>Care instructions: Machine wash cold. Tumble dry low.</li>
<li>Imported</li>
<li>The models are wearing size 3(26) and 14W.</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">0(24): hip 31 in, rise 9 in, inseam 26.5 in, waist 22 in</p><p style=""padding-left: 40px;"">1(25): hip 32 in, rise 9.5 in, inseam 26.5 in, waist 23 in</p><p style=""padding-left: 40px;"">3(26): hip 33 in, rise 9.5 in, inseam 26.5 in, waist 24 in</p><p>Since 1999, Judy Blue's mission has been to create and provide denim to all types of denim connoisseurs. They pride themselves on their unique techniques, curve-flattering fit, and high quality. Every pair of Judy Blue's is made with love and exceptional craftsmanship. Judy Blue dominates the denim world with a passion for creating jeans that are fashionable and comfortable.</p>",Trendsi,,"","Clearance 0921, Judy Blue, Ship from USA",false,Color,Light,Size,0(24),,,'100100466899079,539.139890982,shopify,deny,manual,64.00,,true,true,'100100466899079,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1fbf9cb87bf94115a768a5da1796c736-Max.jpg?v=1674693447,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/9206f0d924054adf9b4568e620d0030a-Max.jpg?v=1674693447,lb,,13.00,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,Light,,1(25),,,'100100466890650,539.139890982,shopify,deny,manual,64.00,,true,true,'100100466890650,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/9206f0d924054adf9b4568e620d0030a-Max.jpg?v=1674693447,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/9206f0d924054adf9b4568e620d0030a-Max.jpg?v=1674693447,lb,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,Light,,3(26),,,'100100466899262,539.139890982,shopify,deny,manual,64.00,,true,true,'100100466899262,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/771aa1ef00514e5ea454cfbc004cd45e-Max.jpg?v=1674693465,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/9206f0d924054adf9b4568e620d0030a-Max.jpg?v=1674693447,lb,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/74b94a4190384200a67e8efc0aa4c370-Max.jpg?v=1674693465,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/9919a54a8ac64278be2322c3a2e1cbe0-Max.jpg?v=1674693465,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/17057bea528542d6b5258d9f536e36a5-Max.jpg?v=1674693465,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/31adb1ba73d94e9aaea0ceca794e5b3a-Max.jpg?v=1674693465,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/ffa52a6ceb654bccb9167066689a3e4d-Max.jpg?v=1674693465,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/800533e33720471e93277d023a6a57fc-Max.jpg?v=1674693465,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judy-blue-maya-full-size-cheetah-camo-color-block-slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/472e4f73d6d741f394fa6f2336335a00-Max.jpg?v=1674693465,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
